#,DATE,TRADING CODE,LTP,HIGH,LOW,OPENP,CLOSEP,YCP,TRADE,VALUE,VOLUME
347,4/7/2021,BRACBANK,41.8,42.1,39,39,41.5,38.5,648,29.549,724242
348,4/6/2021,BRACBANK,38.5,39.4,38.3,39,38.5,38.1,636,38.516,998095
349,4/5/2021,BRACBANK,38.1,38.5,38.1,38.5,38.1,38.1,376,22.212,580828
350,4/4/2021,BRACBANK,38.1,38.9,37.1,38.3,38.1,39.2,433,17.064,447312
351,4/1/2021,BRACBANK,39.2,40.7,38.9,39.7,39.2,40.8,729,36.005,901771
352,3/31/2021,BRACBANK,40.8,41.3,40.1,41,40.8,41.5,604,32.168,794354
353,3/29/2021,BRACBANK,41.5,41.9,40.9,41.7,41.5,41.7,464,16.966,410496
354,3/28/2021,BRACBANK,41.7,42.1,40.3,40.3,41.7,40.3,344,13.501,326240
355,3/25/2021,BRACBANK,40.3,40.9,38.9,40.6,40.3,40.7,674,59.801,1497580
356,3/24/2021,BRACBANK,40.7,41.4,40.6,41.4,40.7,41.1,480,38.298,936941
357,3/23/2021,BRACBANK,41.1,42.5,40.9,41.9,41.1,41.3,771,58.298,1406075
358,3/22/2021,BRACBANK,41.3,42.8,40.9,42.8,41.3,41.8,950,43.487,1054722
359,3/21/2021,BRACBANK,41.8,43,41.2,41.8,41.8,41.9,591,20.433,485538
360,3/18/2021,BRACBANK,41.9,42.9,41.5,42.9,41.9,42,692,53.720,1285441
361,3/16/2021,BRACBANK,42,43,41.7,42.9,42,42.4,"1,039",49.191,1163424
362,3/15/2021,BRACBANK,42.4,43.2,42.3,43.2,42.4,43.2,792,35.992,844519
363,3/14/2021,BRACBANK,43.1,43.8,43.1,43.2,43.2,43.2,458,18.203,419549
364,3/11/2021,BRACBANK,43.2,43.7,42.9,43.1,43.2,43,463,47.078,1090098
365,3/10/2021,BRACBANK,43,43.4,42.7,43.4,43,43.3,575,93.906,2184759
366,3/9/2021,BRACBANK,43.5,44,43.1,44,43.3,44,785,73.105,1679669
367,3/8/2021,BRACBANK,44,44.6,43.7,44.5,44,44.5,653,43.075,978585
368,3/7/2021,BRACBANK,44.5,44.8,43.4,43.5,44.5,43.4,497,18.732,425953
369,3/4/2021,BRACBANK,43.5,43.8,43.3,43.8,43.4,43.7,517,29.013,666257
370,3/3/2021,BRACBANK,43.7,45,43.4,45,43.7,44.5,923,42.504,967547
371,3/2/2021,BRACBANK,44.5,45.9,44.3,45.9,44.5,44.6,489,19.943,447943
372,3/1/2021,BRACBANK,44.6,45.5,44.2,45.5,44.6,45.4,315,17.368,390275
373,2/28/2021,BRACBANK,45.4,46.4,43.9,44,45.4,43.7,432,13.892,310211
374,2/25/2021,BRACBANK,43.6,43.9,42.9,43,43.7,43,321,10.665,244831
375,2/24/2021,BRACBANK,43,44.3,42.9,44.3,43,43,337,24.126,554878
376,2/23/2021,BRACBANK,43,45.7,42.9,45.3,43,44.1,641,36.554,841443
377,2/22/2021,BRACBANK,44.1,45.2,44,45.2,44.1,45.1,361,16.881,380518
378,2/18/2021,BRACBANK,45.1,46.1,45,46,45.1,45.9,391,22.984,506960
379,2/17/2021,BRACBANK,46,47,45.8,47,45.9,46.9,366,19.490,422946
380,2/16/2021,BRACBANK,47,47.8,46.7,47.1,46.9,47,281,17.598,374644
381,2/15/2021,BRACBANK,47,47.4,46.4,47,47,47,361,37.999,808495
382,2/14/2021,BRACBANK,47,48.3,46.7,48,47,48.3,514,37.730,798937
383,2/11/2021,BRACBANK,48.3,48.7,46.4,47.9,48.3,48,772,109.763,2324788
384,2/10/2021,BRACBANK,48,48.4,47.9,48.3,48,48.6,399,20.655,429383
385,2/9/2021,BRACBANK,48.6,49,47.7,47.8,48.6,48.8,653,52.254,1073084
386,2/8/2021,BRACBANK,48.6,49.5,47.6,49,48.8,49,774,78.609,1611978
387,2/7/2021,BRACBANK,49,49.7,48.5,48.5,49,49.7,542,57.743,1177746
388,2/4/2021,BRACBANK,49.7,50,47.9,48.6,49.7,48,502,29.754,605268
389,2/3/2021,BRACBANK,48.1,48.5,46.9,48.5,48,47.5,292,13.673,285480
390,2/2/2021,BRACBANK,47.5,48.6,47.4,48.3,47.5,48.5,292,12.361,258606
391,2/1/2021,BRACBANK,48.8,48.8,48.2,48.2,48.5,48.3,284,17.131,354249
392,1/31/2021,BRACBANK,48.3,48.7,48.1,48.5,48.3,48.8,366,24.186,500999
393,1/28/2021,BRACBANK,48.8,49.5,48.7,49,48.8,49,442,32.764,670256
394,1/27/2021,BRACBANK,49,49.4,48.6,48.6,49,49.1,384,34.101,695657
395,1/26/2021,BRACBANK,49.1,49.8,48.6,48.8,49.1,49.3,794,60.052,1221489
396,1/25/2021,BRACBANK,49.2,49.8,48.3,49,49.3,48.7,729,67.517,1375553
397,1/24/2021,BRACBANK,48.7,49.7,48.3,49.7,48.7,49.7,482,63.313,1297446
398,1/21/2021,BRACBANK,49.7,50.2,49.1,49.3,49.7,49.2,702,57.887,1166785
399,1/20/2021,BRACBANK,49.2,49.9,48.1,48.1,49.2,48.9,801,105.950,2174951
400,1/19/2021,BRACBANK,48.9,50.2,48.3,50.2,48.9,50.3,732,59.314,1213164
401,1/18/2021,BRACBANK,50.3,51.6,49.6,49.6,50.3,51.1,969,75.780,1508405
402,1/17/2021,BRACBANK,51.1,52,48.8,49,51.1,48.8,"1,943",153.258,3017716
403,1/14/2021,BRACBANK,48.8,49.2,46.7,47,48.8,46.7,"1,485",113.363,2345003
404,1/13/2021,BRACBANK,46.7,47.1,46.3,46.5,46.7,46.9,637,57.231,1226701
405,1/12/2021,BRACBANK,46.9,47.3,46.3,47,46.9,46.4,698,42.461,905759
406,1/11/2021,BRACBANK,46.4,47.5,46,46.5,46.4,46.5,678,45.220,973644
407,1/10/2021,BRACBANK,46.5,48,46.4,47.7,46.5,47.5,722,44.940,961132
408,1/7/2021,BRACBANK,47.5,48.6,47.3,47.5,47.5,46.8,888,67.340,1403370
409,1/6/2021,BRACBANK,46.8,48.9,45.9,47,46.8,46.8,985,52.890,1122101
410,1/5/2021,BRACBANK,46.8,50,46,46.6,46.8,46.6,"2,138",176.416,3632147
411,1/4/2021,BRACBANK,46.6,47.7,45.9,46.5,46.6,46.3,967,58.824,1257869
412,1/3/2021,BRACBANK,46.3,47.1,44,44.6,46.3,44.3,"1,114",55.310,1225114
413,12/30/2020,BRACBANK,45,45,44.1,44.3,44.3,44.5,752,46.751,1052641
414,12/29/2020,BRACBANK,44.5,45.3,44.1,45.2,44.5,44.8,661,29.654,667050
415,12/28/2020,BRACBANK,44.8,45.9,44.5,45.7,44.8,45.7,778,33.521,747787
416,12/27/2020,BRACBANK,45.3,45.9,44.1,44.5,45.7,44.3,886,38.751,864820
417,12/24/2020,BRACBANK,44.3,44.5,42.6,43.1,44.3,43,792,37.791,865787
418,12/23/2020,BRACBANK,43,43.3,42.2,43.2,43,43.3,736,30.609,716285
419,12/22/2020,BRACBANK,43.3,44.4,42.8,44.2,43.3,44.3,858,31.892,731514
420,12/21/2020,BRACBANK,44.3,44.5,43.9,44,44.3,44,485,22.475,509732
421,12/20/2020,BRACBANK,44,44.4,43.8,44.4,44,44.4,555,28.710,651967
422,12/17/2020,BRACBANK,44.4,45.3,44.2,45.3,44.4,45.3,877,34.057,763840
423,12/15/2020,BRACBANK,45.2,46.2,45.1,46.1,45.3,46.3,"1,143",73.362,1608335
424,12/14/2020,BRACBANK,46.3,46.6,45.9,46.5,46.3,46.6,641,38.882,839691
425,12/13/2020,BRACBANK,46.4,47.1,46.1,47,46.6,47.3,978,58.677,1262090
426,12/10/2020,BRACBANK,47.3,48,47.2,47.5,47.3,47.5,763,43.232,911329
427,12/9/2020,BRACBANK,47.5,47.9,47.2,47.4,47.5,47.7,537,42.370,892411
428,12/8/2020,BRACBANK,47.7,48.4,46.3,48.4,47.7,48.4,691,34.099,719810
429,12/7/2020,BRACBANK,47.6,49.3,47.4,47.6,48.4,47.3,"1,497",152.122,3153137
430,12/6/2020,BRACBANK,47.3,47.5,46,46,47.3,46,993,104.260,2218525
431,12/3/2020,BRACBANK,46,46.2,45,45,46,45.1,552,79.039,1730261
432,12/2/2020,BRACBANK,45.1,46.1,44.9,46.1,45.1,46,487,24.208,532718
433,12/1/2020,BRACBANK,46,46.2,45.8,46,46,46,489,88.238,1917643
434,11/30/2020,BRACBANK,46,46.1,45.2,46,46,46,608,53.893,1173956
435,11/29/2020,BRACBANK,46,46.1,45.5,45.7,46,45.7,476,52.885,1155321
436,11/26/2020,BRACBANK,45.7,45.9,45.4,45.7,45.7,45.9,711,62.030,1360835
437,11/25/2020,BRACBANK,45.9,46.1,44.9,45.7,45.9,45.2,754,83.927,1833481
438,11/24/2020,BRACBANK,45.2,45.3,44.5,45.2,45.2,45,657,92.522,2060959
439,11/23/2020,BRACBANK,45,45.3,44.2,45,45,45.2,"1,106",124.848,2794008
440,11/22/2020,BRACBANK,45.2,45.9,44.9,45.9,45.2,45.7,712,72.373,1602799
441,11/19/2020,BRACBANK,46,46,45.3,45.8,45.6,45.9,820,167.551,3677238
442,11/18/2020,BRACBANK,45.8,46.3,45.5,46.3,45.9,46,957,137.570,2997102
443,11/17/2020,BRACBANK,46,46.3,44.9,45.2,46,45.1,"1,317",167.611,3674913
444,11/16/2020,BRACBANK,45.2,45.6,44.7,45.4,45.1,45.4,858,84.184,1867899
445,11/15/2020,BRACBANK,45.5,46,44.8,45.5,45.4,45.3,"1,367",134.009,2950791
446,11/12/2020,BRACBANK,45.6,45.7,44,44.5,45.3,44.5,"1,706",164.587,3655233
447,11/11/2020,BRACBANK,44.5,44.8,44,44.3,44.5,44.5,"1,100",163.117,3686089
448,11/10/2020,BRACBANK,44.5,44.7,44.2,44.3,44.5,44.1,"1,691",305.429,6884915
449,11/9/2020,BRACBANK,44,44.3,43,43,44.1,43.4,"1,795",195.839,4467356
450,11/8/2020,BRACBANK,43.5,44.8,43.1,44.1,43.4,43.9,"1,740",148.995,3397481
451,11/5/2020,BRACBANK,43.9,45.9,43,43.7,43.9,42.7,"3,591",407.928,9246389
452,11/4/2020,BRACBANK,42.9,42.9,41.3,42.3,42.7,42.3,"1,333",110.516,2610420
453,11/3/2020,BRACBANK,42.4,43.4,42,42.9,42.3,42.6,"1,895",172.111,4035166
454,11/2/2020,BRACBANK,42.8,42.9,41.4,41.6,42.6,41.7,"1,647",189.938,4518366
455,11/1/2020,BRACBANK,41.7,41.9,41.1,41.7,41.7,41.5,816,104.085,2502953
456,10/29/2020,BRACBANK,41.5,42,40.9,41.5,41.5,41.3,"1,006",92.301,2223066
457,10/28/2020,BRACBANK,41.7,41.9,40.2,41.1,41.3,41,"1,230",130.269,3182353
458,10/27/2020,BRACBANK,41,41.8,40.9,41.2,41,41,"1,318",261.689,6321173
459,10/25/2020,BRACBANK,40.9,41.2,39.5,41.1,41,41.3,"1,305",84.042,2066586
460,10/22/2020,BRACBANK,41.3,41.7,41,41.7,41.3,41.7,"1,151",124.768,3018853
461,10/21/2020,BRACBANK,41.7,42.2,41.4,42,41.7,42,"1,431",167.079,4007232
462,10/20/2020,BRACBANK,42.2,42.8,41.6,41.6,42,41.4,"2,983",347.742,8229881
463,10/19/2020,BRACBANK,41.6,41.8,38.8,39.4,41.4,39.3,"3,178",230.370,5702797
464,10/18/2020,BRACBANK,39.2,40,38.4,38.5,39.3,38.4,"1,602",101.950,2592137
465,10/15/2020,BRACBANK,38.6,38.6,37.3,37.3,38.4,37.2,"1,711",119.446,3137629
466,10/14/2020,BRACBANK,37.8,37.9,36.7,37.4,37.2,37.4,"1,367",172.950,4666957
467,10/13/2020,BRACBANK,37.3,38,36.1,36.8,37.4,36.7,"2,665",163.865,4411999
468,10/12/2020,BRACBANK,36.5,37.8,36.2,37.8,36.7,37.8,"2,570",165.094,4487931
469,10/11/2020,BRACBANK,37.8,39,37.7,38.9,37.8,38.9,"1,713",110.977,2921296
470,10/8/2020,BRACBANK,39.2,40.3,38.7,40.3,38.9,39.9,"1,952",108.248,2761678
471,10/7/2020,BRACBANK,39.8,40.8,39.7,40.2,39.9,40.4,"2,170",132.039,3301761
472,10/6/2020,BRACBANK,40.3,41.2,40.2,41.2,40.4,41,"1,566",101.092,2493064
473,10/5/2020,BRACBANK,40.9,43,40.8,43,41,42.6,"2,179",185.352,4486924
474,10/4/2020,BRACBANK,42.8,43,40.5,41.5,42.6,41.4,"2,256",220.279,5256687
475,10/1/2020,BRACBANK,41.2,41.7,39.6,40.8,41.4,40.7,"2,792",250.315,6201864
476,9/30/2020,BRACBANK,40.7,41.7,40.4,41.7,40.7,41.4,"2,061",192.654,4728686
477,9/29/2020,BRACBANK,41.6,42.7,41.2,42.3,41.4,42,"1,620",182.865,4373325
478,9/28/2020,BRACBANK,42,42.5,41.7,42.1,42,41.8,"2,288",238.194,5648464
479,9/27/2020,BRACBANK,42,42.1,41.1,41.5,41.8,41.5,"1,215",87.496,2101774
480,9/24/2020,BRACBANK,41.3,42.1,40.8,42.1,41.5,42,"2,320",158.781,3830014
481,9/23/2020,BRACBANK,42.8,43.4,41.6,42.7,42,42.6,"1,959",183.231,4326648
482,9/22/2020,BRACBANK,42.6,43,41.4,42.8,42.6,42.5,"1,813",192.778,4555570
483,9/21/2020,BRACBANK,42.8,43.9,42.1,43.7,42.5,43.6,"2,116",193.007,4493436
484,9/20/2020,BRACBANK,43.9,44.5,43.5,44.3,43.6,44.1,"1,873",206.183,4691997
485,9/17/2020,BRACBANK,44.4,44.4,43.6,43.9,44.1,43.9,"2,076",272.902,6182538
486,9/16/2020,BRACBANK,43.9,44.1,43.2,44,43.9,43.9,"2,470",292.054,6676795
487,9/15/2020,BRACBANK,44,44.1,43.3,44.1,43.9,44.1,"2,161",217.479,4971244
